modelo,cilindrada,potencia,combustible,revoluciones,cilindros,longitud,ancho,altura,maletero,peso,plazas,velocidad,poca_aceleracion,traccion,consumo,coste.Km,precio,marca,precio_categ
'MASERATI-222 SE',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(400,430]","Anch_(170,175]","Alt_(110,136]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7259,MASERATI,luxury
'MASERATI-228 Coup�',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(430,450]","Anch_(175,200]","Alt_(110,136]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",9718,MASERATI,luxury
'MASERATI-422',"Cil_(1.8e+03,2e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(430,450]","Anch_(170,175]","Alt_(110,136]","Malet_(500,700]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6994,MASERATI,luxury
'MASERATI-430',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(430,450]","Anch_(170,175]","Alt_(110,136]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",8495,MASERATI,luxury
'MASERATI-Karif',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(400,430]","Anch_(170,175]","Alt_(110,136]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",9306,MASERATI,luxury
'MASERATI-Spider E',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(400,430]","Anch_(170,175]","Alt_(110,136]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",8580,MASERATI,luxury
'MAZDA-323 4WD AA',"Cil_(1.5e+03,1.8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",3511,MAZDA,expensive
'MAZDA-323 Coup�',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(136,139]","Malet_(280,400]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(4.5,8.3]",Delantera,"Cons_(7.6,8.5]","Cost_(15,17.5]",2859,MAZDA,medium
'MAZDA-626',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(136,139]","Malet_(450,500]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",3785,MAZDA,expensive
'MAZDA-929 GLX 3.0 V6 AA',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(480,550]","Anch_(168,170]","Alt_(141,143]","Malet_(400,450]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",5874,MAZDA,luxury
'MAZDA-MX-5',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(300,400]","Anch_(160,168]","Alt_(110,136]","Malet_[0,280]","Pes_(940,1e+03]",Plaz_2,"Vel_(170,185]","Acel_(9.7,11]",Trasera,"Cons_(7.6,8.5]","Cost_(13.5,15]",3285,MAZDA,expensive
'MAZDA-RX-7',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(400,430]","Anch_(168,170]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(200,220]","Acel_(4.5,8.3]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",5568,MAZDA,luxury
'MAZDA-RX-7 Turbo',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(110,136]","Malet_[0,280]","Pes_(1.2e+03,1.4e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6455,MAZDA,luxury
'MAZDA-RX-7 Turbo Cabrio',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6954,MAZDA,luxury
'MERCEDES-190 D 2.5',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_5,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",Trasera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",3956,MERCEDES,expensive
'MERCEDES-190 D 4v',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Trasera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",3362,MERCEDES,expensive
'MERCEDES-190 DT 2.5',"Cil_(2e+03,2.6e+03]","Pot_(105,130]",Diesel,"Rev_(5e+03,5.5e+03]",Ncil_5,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(11,13.5]",Trasera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",4431,MERCEDES,expensive
'MERCEDES-190 E 1.8',"Cil_(1.5e+03,1.8e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(170,185]","Acel_(11,13.5]",Trasera,"Cons_(7.6,8.5]","Cost_(13.5,15]",3019,MERCEDES,expensive
'MERCEDES-190 E 2.0',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(7.6,8.5]","Cost_(13.5,15]",3885,MERCEDES,expensive
'MERCEDES-190 E 2.3',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4144,MERCEDES,expensive
'MERCEDES-190 E 2.5 16v',"Cil_(2e+03,2.6e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(430,450]","Anch_(170,175]","Alt_(110,136]","Malet_(280,400]","Pes_(1.2e+03,1.4e+03]",Plaz_4,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",7042,MERCEDES,luxury
'MERCEDES-190 E 2.6',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",4804,MERCEDES,expensive
'MERCEDES-200 TD',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(110,170]","Acel_(13.5,25]",Trasera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",4988,MERCEDES,expensive
'MERCEDES-200 TE',"Cil_(1.8e+03,2e+03]","Pot_(105,130]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(170,185]","Acel_(11,13.5]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",5125,MERCEDES,luxury
'MERCEDES-230 CE',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_4,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",5999,MERCEDES,luxury
'MERCEDES-230 TE 4v',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(185,200]","Acel_(11,13.5]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",5304,MERCEDES,luxury
'MERCEDES-250 D',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_5,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",Trasera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",4729,MERCEDES,expensive
'MERCEDES-250 D Turbo',"Cil_(2e+03,2.6e+03]","Pot_(105,130]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_5,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(185,200]","Acel_(11,13.5]",Trasera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",5479,MERCEDES,luxury
'MERCEDES-250 TD',"Cil_(2e+03,2.6e+03]","Pot_(75,105]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_5,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(110,170]","Acel_(13.5,25]",Trasera,"Cons_(7.6,8.5]","Cost_(6.5,11.5]",5363,MERCEDES,luxury
'MERCEDES-260 E',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",5489,MERCEDES,luxury
'MERCEDES-260 E 4 Matic',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",7075,MERCEDES,luxury
'MERCEDES-260 SE',"Cil_(2e+03,2.6e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(185,200]","Acel_(9.7,11]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6317,MERCEDES,luxury
'MERCEDES-300 CE',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(136,139]","Malet_(450,500]","Pes_(1.2e+03,1.4e+03]",Plaz_4,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7079,MERCEDES,luxury
'MERCEDES-300 CE 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(136,139]","Malet_(450,500]","Pes_(1.4e+03,2.5e+03]",Plaz_4,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7979,MERCEDES,luxury
'MERCEDES-300 D',"Cil_(2.6e+03,8e+03]","Pot_(105,130]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(185,200]","Acel_(13.5,25]",Trasera,"Cons_(8.5,9.5]","Cost_(6.5,11.5]",5129,MERCEDES,luxury
'MERCEDES-300 D 4 Matic Aut.',"Cil_(2.6e+03,8e+03]","Pot_(105,130]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(170,185]","Acel_(13.5,25]",4x4,"Cons_(8.5,9.5]","Cost_(6.5,11.5]",6829,MERCEDES,luxury
'MERCEDES-300 D Turbo',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(9.7,11]",Trasera,"Cons_(8.5,9.5]","Cost_(6.5,11.5]",6229,MERCEDES,luxury
'MERCEDES-300 D Turbo 4 Matic Aut.',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(185,200]","Acel_(11,13.5]",4x4,"Cons_(9.5,11.3]","Cost_(11.5,13.5]",7557,MERCEDES,luxury
'MERCEDES-300 E',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(141,143]","Malet_(500,700]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",5929,MERCEDES,luxury
'MERCEDES-300 E 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6629,MERCEDES,luxury
'MERCEDES-300 E 4 Matic',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",7579,MERCEDES,luxury
'MERCEDES-300 SE',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(480,550]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6768,MERCEDES,luxury
'MERCEDES-300 SL',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(430,450]","Anch_(175,200]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",9816,MERCEDES,luxury
'MERCEDES-300 SL 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(430,450]","Anch_(175,200]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(8.3,9.7]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",10868,MERCEDES,luxury
'MERCEDES-300 TD',"Cil_(2.6e+03,8e+03]","Pot_(105,130]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(170,185]","Acel_(13.5,25]",Trasera,"Cons_(8.5,9.5]","Cost_(6.5,11.5]",5764,MERCEDES,luxury
'MERCEDES-300 TD Turbo 4 Matic Aut.',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(185,200]","Acel_(11,13.5]",4x4,"Cons_(9.5,11.3]","Cost_(11.5,13.5]",8087,MERCEDES,luxury
'MERCEDES-300 TD Turbo Aut.',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(185,200]","Acel_(11,13.5]",Trasera,"Cons_(9.5,11.3]","Cost_(11.5,13.5]",6828,MERCEDES,luxury
'MERCEDES-300 TE',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(200,220]","Acel_(8.3,9.7]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",6519,MERCEDES,luxury
'MERCEDES-300 TE 24v',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7225,MERCEDES,luxury
'MERCEDES-300 TE 4 Matic',"Cil_(2.6e+03,8e+03]","Pot_(130,180]",Gasolina,"Rev_(5.5e+03,5.7e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(143,200]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_7,"Vel_(200,220]","Acel_(9.7,11]",4x4,"Cons_(9.5,11.3]","Cost_(15,17.5]",8083,MERCEDES,luxury
'MERCEDES-420 SE Aut.',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(200,220]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",8218,MERCEDES,luxury
'MERCEDES-420 SEC Aut.',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(139,141]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_4,"Vel_(200,220]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",10975,MERCEDES,luxury
'MERCEDES-500 SE Aut.',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",8875,MERCEDES,luxury
'MERCEDES-500 SEC Aut.',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(139,141]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_4,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",11636,MERCEDES,luxury
'MERCEDES-500 SL Aut.',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(430,450]","Anch_(175,200]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",13702,MERCEDES,luxury
'MERCEDES-560 SE Aut.',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(141,143]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_5,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",13083,MERCEDES,luxury
'MERCEDES-560 SEC Aut.',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(480,550]","Anch_(175,200]","Alt_(139,141]","Malet_(500,700]","Pes_(1.4e+03,2.5e+03]",Plaz_4,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",15146,MERCEDES,luxury
'MITSUBISHI-Galant 2.0 GTI 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(141,143]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(200,220]","Acel_(8.3,9.7]",Delantera,"Cons_(9.5,11.3]","Cost_(6.5,11.5]",3758,MITSUBISHI,expensive
'MORGAN-1600 Four',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_4,"Vel_(170,185]","Acel_(4.5,8.3]",Trasera,"Cons_(7.6,8.5]","Cost_(13.5,15]",6034,MORGAN,luxury
'MORGAN-Plus 8',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_8,"Long_(300,400]","Anch_(140,160]","Alt_(110,136]","Malet_[0,280]","Pes_(640,940]",Plaz_2,"Vel_(185,200]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",7412,MORGAN,luxury
'NISSAN-200 SX 1.8i Turbo 16v',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(6e+03,7.5e+03]",Ncil_4,"Long_(450,480]","Anch_(168,170]","Alt_(110,136]","Malet_[0,280]","Pes_(1e+03,1.2e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(9.5,11.3]","Cost_(15,17.5]",4285,NISSAN,expensive
'NISSAN-300 ZX 3.0i Turbo',"Cil_(2.6e+03,8e+03]","Pot_(180,500]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_6,"Long_(450,480]","Anch_(170,175]","Alt_(110,136]","Malet_[0,280]","Pes_(1.4e+03,2.5e+03]",Plaz_2,"Vel_(220,350]","Acel_(4.5,8.3]",Trasera,"Cons_(11.3,20]","Cost_(17.5,30]",6285,NISSAN,luxury
'NISSAN-Bluebird 1.8 T',"Cil_(1.8e+03,2e+03]","Pot_(130,180]",Gasolina,"Rev_(5.7e+03,6e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(185,200]","Acel_(8.3,9.7]",Delantera,"Cons_(8.5,9.5]","Cost_(13.5,15]",2535,NISSAN,medium
'NISSAN-Bluebird 2.0 D 4p',"Cil_(1.8e+03,2e+03]","Pot_(35,75]",Diesel,"Rev_(3.8e+03,5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1.2e+03,1.4e+03]",Plaz_5,"Vel_(110,170]","Acel_(13.5,25]",Delantera,"Cons_(4.5,7.6]","Cost_(6.5,11.5]",2155,NISSAN,medium
'NISSAN-Bluebird SLX 1.6 4p',"Cil_(1.5e+03,1.8e+03]","Pot_(75,105]",Gasolina,"Rev_(5e+03,5.5e+03]",Ncil_4,"Long_(430,450]","Anch_(168,170]","Alt_(136,139]","Malet_(400,450]","Pes_(1e+03,1.2e+03]",Plaz_5,"Vel_(110,170]","Acel_(11,13.5]",Delantera,"Cons_(7.6,8.5]","Cost_(13.5,15]",1695,NISSAN,cheap
